workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
4,,purple,tomato,0.67,food,10,color
4,ليست,small,apple,0.23,food,11,size
4,,huge,fan,0.21,furniture,12,size
4,,smooth,carrot,0.77,food,13,texture
4,ليس,hard,cheese,0.75,food,14,texture
4,ليست,long,apple,0.71,food,15,size
4,,short,carrot,0.74,food,16,size
4,,brown,banana,0.69,food,17,color
4,,yellow,desk,0.75,furniture,18,color
4,,old,couch,0.56,furniture,19,age
4,ليست,rotten,carrot,0.68,food,20,age
4,ليست,green,carrot,0.75,food,21,color
4,,bad,desk,0.76,furniture,22,quality
4,,red,fan,0.71,furniture,23,color
4,,soft,cheese,0.73,food,24,texture
4,,new,banana,0.69,food,25,age
4,ليس,fresh,cheese,0.77,food,26,age
4,,blue,tomato,0.75,food,27,color
5,ليست,square,carrot,0.85,food,3,shape
5,ليس,new,cheese,0.24,food,4,age
5,,old,couch,0.44,furniture,5,age
5,,wooden,couch,0.84,furniture,6,material
5,ليست,green,banana,0.18,food,7,color
5,ليس,round,chair,0.46,furniture,8,shape
5,,huge,TV,0.3,furniture,9,size
5,,soft,TV,0.74,furniture,10,texture
5,ليست,red,tomato,0.46,food,11,color
5,ليست,short,carrot,0.44,food,12,size
5,,long,banana,0.8,food,13,size
5,,blue,carrot,0.15,food,14,color
5,,hard,couch,0.71,furniture,15,texture
5,ليس,brown,TV,0.37,furniture,16,color
5,ليست,yellow,fan,0.44,furniture,17,color
5,,good,banana,0.71,food,18,quality
5,ليس,rotten,TV,0.16,furniture,19,age
5,,plastic,banana,0.48,food,20,material
5,,smooth,chair,0.48,furniture,21,texture
5,ليس,small,TV,0.41,furniture,22,size
5,,fresh,apple,0.59,food,23,age
5,ليست,purple,tomato,0.32,food,24,color
5,,metal,TV,0.44,furniture,25,material
5,,bad,cheese,0.49,food,26,quality
5,ليست,big,carrot,0.88,food,27,size
6,ليس,round,TV,1,furniture,3,shape
6,,fresh,chair,0.52,furniture,4,age
6,ليس,brown,desk,1,furniture,5,color
6,,soft,desk,1,furniture,6,texture
6,ليس,smooth,TV,1,furniture,7,texture
6,,metal,carrot,1,food,8,material
6,ليست,small,apple,1,food,9,size
6,ليس,new,TV,1,furniture,10,age
6,,big,banana,1,food,11,size
6,,blue,desk,1,furniture,12,color
6,ليست,red,banana,1,food,13,color
6,ليست,square,couch,1,furniture,14,shape
6,ليس,yellow,cheese,1,food,15,color
6,,huge,chair,1,furniture,16,size
6,,old,carrot,1,food,17,age
6,,wooden,carrot,1,food,18,material
6,,good,couch,1,furniture,19,quality
6,,bad,fan,1,furniture,20,quality
6,ليست,plastic,couch,1,furniture,21,material
6,ليست,rotten,banana,1,food,22,age
6,,hard,TV,0.97,furniture,23,texture
6,ليست,short,couch,0.98,furniture,24,size
6,ليس,green,chair,0.94,furniture,25,color
6,,purple,couch,0.99,furniture,26,color
6,,long,fan,0.97,furniture,27,size
7,ليست,bad,banana,0.5,food,3,quality
7,,wooden,TV,0.59,furniture,4,material
7,,old,fan,0.6,furniture,5,age
7,,short,apple,0.61,food,6,size
7,,blue,couch,0.6,furniture,7,color
7,ليست,soft,carrot,0.6,food,8,texture
7,,smooth,apple,0.47,food,9,texture
7,,good,fan,0.59,furniture,10,quality
7,,small,cheese,0.68,food,11,size
7,,long,apple,0.65,food,12,size
7,,purple,tomato,0.63,food,13,color
7,,square,cheese,0.69,food,14,shape
7,,red,desk,0.68,furniture,15,color
7,ليست,yellow,carrot,0.8,food,16,color
7,,plastic,apple,0.54,food,17,material
7,,green,apple,0.62,food,18,color
7,,huge,chair,0.74,furniture,19,size
7,,new,chair,0.84,furniture,20,age
7,,metal,couch,0.56,furniture,21,material
7,ليست,rotten,couch,0.7,furniture,22,age
7,ليس,big,cheese,0.66,food,23,size
7,,hard,couch,0.7,furniture,24,texture
7,,brown,chair,0.72,furniture,25,color
7,ليست,round,carrot,0.79,food,26,shape
7,,fresh,banana,0.69,food,27,age
