workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
2,,huge,couch,0.78,furniture,13,size
2,ليست,soft,banana,0.79,food,14,texture
2,ليست,round,tomato,0.67,food,15,shape
2,,new,TV,0.62,furniture,16,age
2,,old,cheese,0.63,food,17,age
2,,wooden,cheese,0.84,food,18,material
2,ليست,yellow,fan,0.37,furniture,19,color
2,ليس,fresh,chair,0.52,furniture,20,age
2,,green,carrot,0.22,food,21,color
2,ليس,square,cheese,0.75,food,22,shape
2,,metal,TV,0.63,furniture,23,material
2,,rotten,desk,0.6,furniture,24,age
2,ليست,plastic,couch,0.41,furniture,25,material
2,,good,cheese,0.6,food,26,quality
2,ليس,short,TV,0.59,furniture,27,size
3,ليس,bad,cheese,0.47,food,3,quality
3,ليس,huge,TV,0.14,furniture,4,size
3,,yellow,desk,0.53,furniture,5,color
3,,smooth,TV,0.08,furniture,6,texture
3,ليست,hard,couch,0.6,furniture,7,texture
3,,short,couch,0.37,furniture,8,size
3,ليست,long,apple,0.61,food,9,size
3,,small,cheese,0.46,food,10,size
3,,big,tomato,0.56,food,11,size
3,ليست,new,banana,0.48,food,12,age
3,ليست,good,banana,0.61,food,13,quality
3,,round,fan,0.36,furniture,14,shape
3,ليست,blue,tomato,0.4,food,15,color
3,ليست,plastic,carrot,0.38,food,16,material
3,,square,carrot,0.3,food,17,shape
3,ليست,wooden,couch,0.55,furniture,18,material
3,,brown,banana,0.23,food,19,color
3,ليس,green,desk,0.52,furniture,20,color
3,ليست,metal,apple,0.59,food,21,material
3,ليست,rotten,carrot,0.33,food,22,age
3,ليست,fresh,tomato,0.74,food,23,age
3,ليست,soft,couch,0.47,furniture,24,texture
3,ليست,old,banana,0.83,food,25,age
3,,red,cheese,0.52,food,26,color
3,,purple,chair,0.5,furniture,27,color
4,,old,fan,0.95,furniture,3,age
4,ليست,fresh,banana,0.75,food,4,age
4,ليست,huge,apple,0.82,food,5,size
4,,round,TV,0.94,furniture,6,shape
4,,rotten,fan,0.69,furniture,7,age
4,ليس,good,desk,0.22,furniture,8,quality
4,ليست,wooden,fan,0.55,furniture,9,material
4,ليست,metal,fan,0.55,furniture,10,material
4,,square,carrot,0.72,food,11,shape
4,,red,apple,0.73,food,12,color
4,ليس,bad,cheese,0.71,food,13,quality
4,ليست,green,tomato,0.74,food,14,color
4,ليس,brown,cheese,0.75,food,15,color
4,ليست,short,carrot,0.75,food,16,size
4,ليست,plastic,apple,0.75,food,17,material
4,ليست,purple,banana,0.75,food,18,color
4,,smooth,apple,0.69,food,19,texture
4,ليست,yellow,tomato,0.7,food,20,color
4,ليس,big,chair,0.72,furniture,21,size
4,,small,tomato,0.73,food,22,size
4,,hard,tomato,0.74,food,23,texture
4,,soft,carrot,0.74,food,24,texture
4,ليست,blue,apple,0.73,food,25,color
4,,long,banana,0.76,food,26,size
4,ليس,new,cheese,0.75,food,27,age
5,,round,tomato,0.43,food,3,shape
5,ليس,rotten,desk,0.43,furniture,4,age
5,ليس,square,desk,0.46,furniture,5,shape
5,,hard,banana,0.46,food,6,texture
5,,plastic,fan,0.46,furniture,7,material
5,,blue,carrot,0.47,food,8,color
5,ليست,red,couch,0.46,furniture,9,color
5,,good,fan,0.46,furniture,10,quality
5,ليس,huge,TV,0.45,furniture,11,size
5,ليس,fresh,TV,0.44,furniture,12,age
5,ليس,green,TV,0.45,furniture,13,color
5,,old,couch,0.44,furniture,14,age
5,,bad,apple,0.44,food,15,quality
5,,small,apple,0.46,food,16,size
5,ليست,purple,couch,0.45,furniture,17,color
5,,big,apple,0.45,food,18,size
5,,wooden,TV,0.43,furniture,19,material
5,ليس,long,cheese,0.45,food,20,size
5,,metal,cheese,0.45,food,21,material
5,,new,banana,0.45,food,22,age
5,,yellow,apple,0.44,food,23,color
5,ليست,brown,carrot,0.45,food,24,color
5,,short,couch,0.44,furniture,25,size
5,,smooth,apple,0.44,food,26,texture
5,ليست,soft,apple,0.45,food,27,texture
6,,metal,chair,0.83,furniture,3,material
6,,big,fan,0.63,furniture,4,size
6,ليست,hard,banana,0.33,food,5,texture
6,,green,carrot,0.83,food,6,color
6,ليست,new,tomato,0.52,food,7,age
6,,huge,apple,0.2,food,8,size
6,,purple,apple,0.71,food,9,color
6,,fresh,TV,0.47,furniture,10,age
6,ليس,square,cheese,0.76,food,11,shape
6,ليس,plastic,chair,0.44,furniture,12,material
6,ليست,long,tomato,0.73,food,13,size
6,ليست,rotten,carrot,0.34,food,14,age
6,,bad,apple,0.63,food,15,quality
6,ليس,brown,desk,0.37,furniture,16,color
6,ليس,wooden,cheese,0.72,food,17,material
6,ليست,short,banana,0.47,food,18,size
6,ليست,red,carrot,0.73,food,19,color
6,ليس,small,TV,0.38,furniture,20,size
6,,round,desk,0.61,furniture,21,shape
6,,old,couch,0.34,furniture,22,age
6,ليست,blue,couch,0.78,furniture,23,color
6,ليس,good,cheese,0.36,food,24,quality
6,,soft,chair,0.72,furniture,25,texture
6,,yellow,couch,0.33,furniture,26,color
6,ليست,smooth,tomato,0.74,food,27,texture
7,ليست,fresh,carrot,0.43,food,3,age
7,,smooth,cheese,0.64,food,4,texture
7,,old,tomato,0.59,food,5,age
7,ليست,soft,fan,0.73,furniture,6,texture
7,,big,couch,0.62,furniture,7,size
7,ليست,green,carrot,0.66,food,8,color
7,,purple,tomato,0.74,food,9,color
7,ليس,rotten,cheese,0.71,food,10,age
7,ليست,brown,tomato,0.74,food,11,color
7,ليست,short,banana,0.5,food,12,size
7,,bad,chair,0.63,furniture,13,quality
7,,huge,tomato,0.5,food,14,size
7,ليست,yellow,apple,0.69,food,15,color
7,ليست,metal,banana,0.5,food,16,material
7,ليست,new,fan,0.57,furniture,17,age
7,,plastic,desk,0.47,furniture,18,material
7,ليست,round,tomato,0.5,food,19,shape
7,ليست,square,couch,0.51,furniture,20,shape
7,ليست,hard,apple,0.59,food,21,texture
7,ليست,good,banana,0.53,food,22,quality
7,ليست,long,apple,0.56,food,23,size
7,,blue,cheese,0.58,food,24,color
7,,red,desk,0.56,furniture,25,color
7,,small,tomato,0.57,food,26,size
7,,wooden,banana,0.58,food,27,material
8,ليس,red,chair,0.53,furniture,3,color
8,ليس,square,chair,0.54,furniture,4,shape
8,,bad,couch,0.68,furniture,5,quality
8,,rotten,TV,0.63,furniture,6,age
8,ليست,new,fan,0.56,furniture,7,age
8,ليس,metal,cheese,0.7,food,8,material
8,ليس,brown,cheese,0.66,food,9,color
8,,purple,couch,0.7,furniture,10,color
8,ليست,good,apple,0.77,food,11,quality
8,,big,tomato,0.7,food,12,size
8,,old,apple,0.74,food,13,age
8,ليس,green,desk,0.62,furniture,14,color
8,,plastic,fan,0.67,furniture,15,material
8,ليست,blue,apple,0.69,food,16,color
8,ليس,huge,chair,0.71,furniture,17,size
8,,long,couch,0.69,furniture,18,size
8,,hard,tomato,0.71,food,19,texture
8,,small,banana,0.69,food,20,size
8,ليس,wooden,chair,0.67,furniture,21,material
8,ليست,soft,banana,0.74,food,22,texture
8,ليس,round,chair,0.85,furniture,23,shape
8,,fresh,fan,0.68,furniture,24,age
8,ليس,yellow,desk,0.63,furniture,25,color
8,,smooth,carrot,0.78,food,26,texture
8,ليست,short,tomato,0.64,food,27,size
