workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
4,,short,desk,0.43,furniture,26,size
4,,big,tomato,0.28,food,27,size
5,ليس,round,cheese,0.52,food,3,shape
5,,yellow,desk,0.56,furniture,4,color
5,ليس,purple,chair,0.59,furniture,5,color
5,,huge,banana,0.56,food,6,size
5,ليس,fresh,desk,0.61,furniture,7,age
5,ليست,bad,couch,0.58,furniture,8,quality
5,,rotten,desk,0.59,furniture,9,age
5,,small,cheese,0.58,food,10,size
5,ليس,green,chair,0.55,furniture,11,color
5,,brown,fan,0.52,furniture,12,color
5,ليست,square,fan,0.54,furniture,13,shape
5,,metal,banana,0.53,food,14,material
5,ليست,long,banana,0.48,food,15,size
5,ليست,wooden,fan,0.47,furniture,16,material
5,ليس,soft,cheese,0.51,food,17,texture
5,ليست,good,apple,0.54,food,18,quality
5,ليس,short,chair,0.55,furniture,19,size
5,ليست,red,apple,0.54,food,20,color
5,,hard,TV,0.59,furniture,21,texture
5,ليست,plastic,banana,0.59,food,22,material
5,ليس,old,chair,0.57,furniture,23,age
5,,big,banana,0.72,food,24,size
5,ليس,new,chair,0.52,furniture,25,age
5,ليست,blue,carrot,0.54,food,26,color
5,ليس,smooth,TV,0.5,furniture,27,texture
6,ليست,brown,couch,0.69,furniture,3,color
6,ليست,smooth,banana,0.63,food,4,texture
6,,long,apple,0.44,food,5,size
6,ليست,fresh,fan,0.8,furniture,6,age
6,,round,banana,0.5,food,7,shape
6,,plastic,cheese,0.65,food,8,material
6,ليست,rotten,carrot,0.27,food,9,age
6,,bad,apple,0.78,food,10,quality
6,,hard,chair,0.84,furniture,11,texture
6,ليس,big,desk,0.73,furniture,12,size
6,,metal,apple,0.64,food,13,material
6,,huge,cheese,0.73,food,14,size
6,,old,tomato,0.7,food,15,age
6,ليست,green,tomato,0.8,food,16,color
6,ليست,purple,fan,0.81,furniture,17,color
6,,good,tomato,0.84,food,18,quality
6,ليس,square,cheese,0.34,food,19,shape
6,ليست,blue,couch,0.73,furniture,20,color
6,,wooden,TV,0.47,furniture,21,material
6,,yellow,couch,0.7,furniture,22,color
6,,small,fan,0.49,furniture,23,size
6,,new,chair,0.73,furniture,24,age
6,,soft,banana,0.69,food,25,texture
6,,red,apple,0.83,food,26,color
6,ليست,short,apple,0.59,food,27,size
