workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
6,ليست,round,carrot,0.37,food,12,shape
6,ليس,hard,cheese,0.49,food,13,texture
6,ليس,red,chair,0.74,furniture,14,color
6,,rotten,chair,0.81,furniture,15,age
6,ليس,big,TV,0.5,furniture,16,size
6,,green,couch,0.15,furniture,17,color
6,,huge,carrot,0.45,food,18,size
6,ليس,small,chair,0.2,furniture,19,size
6,,yellow,banana,0.37,food,20,color
6,ليست,long,tomato,0.47,food,21,size
6,ليست,plastic,carrot,0.78,food,22,material
6,ليس,wooden,chair,0.35,furniture,23,material
6,,new,apple,0.69,food,24,age
6,ليست,bad,couch,0.3,furniture,25,quality
6,,brown,cheese,0.75,food,26,color
6,ليست,good,fan,0.41,furniture,27,quality
7,ليست,long,tomato,0,food,3,size
7,,old,apple,0.56,food,4,age
7,ليس,small,cheese,0,food,5,size
7,,metal,TV,1,furniture,6,material
7,ليست,fresh,carrot,1,food,7,age
7,,purple,cheese,1,food,8,color
7,ليست,huge,carrot,0.29,food,9,size
7,ليست,brown,fan,1,furniture,10,color
7,,big,banana,0.26,food,11,size
7,ليست,new,couch,0.33,furniture,12,age
7,ليست,round,carrot,1,food,13,shape
7,,blue,fan,1,furniture,14,color
7,ليست,yellow,banana,1,food,15,color
7,,good,TV,0,furniture,16,quality
7,,green,tomato,1,food,17,color
7,ليست,soft,apple,0,food,18,texture
7,ليست,plastic,carrot,1,food,19,material
7,,short,fan,0.3,furniture,20,size
7,,bad,banana,0.17,food,21,quality
7,,square,apple,1,food,22,shape
7,,wooden,desk,1,furniture,23,material
7,ليس,red,TV,1,furniture,24,color
7,,rotten,apple,1,food,25,age
7,ليس,smooth,TV,1,furniture,26,texture
7,,hard,TV,1,furniture,27,texture
8,ليس,fresh,cheese,1,food,3,age
8,ليس,rotten,TV,1,furniture,4,age
8,ليس,brown,chair,0.53,furniture,5,color
8,ليست,old,fan,0,furniture,6,age
8,ليس,big,cheese,0,food,7,size
8,ليست,hard,fan,1,furniture,8,texture
8,,plastic,couch,1,furniture,9,material
8,,huge,chair,0,furniture,10,size
8,,yellow,tomato,1,food,11,color
8,ليست,smooth,tomato,0,food,12,texture
8,ليست,square,couch,1,furniture,13,shape
8,ليست,blue,apple,1,food,14,color
8,ليست,bad,apple,0,food,15,quality
8,ليست,good,couch,0,furniture,16,quality
8,,soft,chair,0.47,furniture,17,texture
8,,wooden,banana,1,food,18,material
8,,metal,desk,1,furniture,19,material
8,ليست,long,banana,0,food,20,size
8,,green,fan,1,furniture,21,color
8,ليست,short,fan,0,furniture,22,size
8,,new,apple,0,food,23,age
8,,small,carrot,0,food,24,size
8,,purple,couch,1,furniture,25,color
8,ليس,red,cheese,1,food,26,color
8,,round,cheese,1,food,27,shape
