workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
2,ليس,small,desk,0.86,furniture,26,size
2,,wooden,apple,0.2,food,27,material
3,ليست,plastic,couch,0.25,furniture,3,material
3,ليس,brown,cheese,0.96,food,4,color
3,ليس,good,cheese,0.16,food,5,quality
3,ليست,soft,banana,0.44,food,6,texture
3,ليس,big,cheese,0.12,food,7,size
3,,long,desk,0.15,furniture,8,size
3,,new,TV,0.11,furniture,9,age
3,,blue,apple,0.91,food,10,color
3,ليست,purple,carrot,0.91,food,11,color
3,,hard,apple,0.12,food,12,texture
3,,metal,apple,0.81,food,13,material
3,ليست,green,fan,0.9,furniture,14,color
3,ليست,wooden,fan,0.72,furniture,15,material
3,ليست,bad,apple,0.23,food,16,quality
3,ليس,square,TV,0.97,furniture,17,shape
3,ليست,round,carrot,0.91,food,18,shape
3,ليست,rotten,fan,0.52,furniture,19,age
3,ليست,small,couch,0.19,furniture,20,size
3,ليست,huge,tomato,0.2,food,21,size
3,ليس,fresh,cheese,0.16,food,22,age
3,,smooth,desk,0.52,furniture,23,texture
3,ليست,yellow,apple,0.9,food,24,color
3,,short,cheese,0.25,food,25,size
3,,red,banana,0.92,food,26,color
3,ليست,old,tomato,0.23,food,27,age
4,ليس,old,chair,0.25,furniture,3,age
4,ليس,red,chair,0.02,furniture,4,color
4,ليست,purple,tomato,0.67,food,5,color
4,,small,apple,0,food,6,size
4,ليست,huge,tomato,0.98,food,7,size
4,ليست,yellow,couch,0.99,furniture,8,color
4,,long,desk,0.04,furniture,9,size
4,ليست,big,couch,0.98,furniture,10,size
4,ليست,green,tomato,0.01,food,11,color
4,ليس,blue,TV,0.05,furniture,12,color
4,ليست,wooden,banana,0.96,food,13,material
4,ليس,smooth,cheese,0.09,food,14,texture
4,,fresh,desk,1,furniture,15,age
4,,rotten,cheese,0,food,16,age
4,ليست,hard,couch,0.97,furniture,17,texture
4,,short,banana,0.99,food,18,size
4,ليست,bad,banana,0.04,food,19,quality
4,,round,cheese,0.01,food,20,shape
4,ليس,new,chair,0,furniture,21,age
4,,good,apple,0,food,22,quality
4,,plastic,couch,0.98,furniture,23,material
4,,square,couch,0.93,furniture,24,shape
4,,brown,tomato,0.83,food,25,color
4,,soft,fan,0.95,furniture,26,texture
4,ليست,metal,apple,0.91,food,27,material
5,ليست,old,couch,0,furniture,3,age
5,ليست,square,couch,1,furniture,4,shape
5,,hard,fan,0.46,furniture,5,texture
5,,round,desk,1,furniture,6,shape
5,,yellow,TV,0.44,furniture,7,color
5,,good,desk,0,furniture,8,quality
5,ليس,metal,TV,0.69,furniture,9,material
5,,long,couch,0.44,furniture,10,size
5,,blue,carrot,1,food,11,color
5,,purple,carrot,1,food,12,color
5,,green,TV,0.42,furniture,13,color
5,ليس,red,cheese,0.42,food,14,color
5,,small,tomato,0.3,food,15,size
5,,wooden,desk,0.46,furniture,16,material
5,,plastic,cheese,0.47,food,17,material
5,,smooth,cheese,0,food,18,texture
5,ليس,rotten,chair,0,furniture,19,age
5,,new,apple,0,food,20,age
5,,soft,apple,0,food,21,texture
5,ليس,short,desk,0.25,furniture,22,size
5,ليس,fresh,cheese,0,food,23,age
5,,huge,carrot,0,food,24,size
5,ليست,big,apple,0,food,25,size
5,ليست,bad,carrot,0,food,26,quality
5,,brown,apple,1,food,27,color
6,,huge,TV,0.34,furniture,3,size
6,ليس,short,TV,0.82,furniture,4,size
6,ليست,small,tomato,0.68,food,5,size
6,ليست,wooden,carrot,0.89,food,6,material
6,ليست,plastic,fan,0.9,furniture,7,material
6,ليس,fresh,cheese,0.87,food,8,age
6,,blue,chair,0.91,furniture,9,color
6,ليست,bad,couch,0.19,furniture,10,quality
6,,round,couch,0.89,furniture,11,shape
6,,good,banana,0.85,food,12,quality
6,ليست,square,couch,0.81,furniture,13,shape
6,,brown,banana,0.91,food,14,color
6,ليست,purple,banana,0.93,food,15,color
6,,new,banana,0.3,food,16,age
6,ليست,long,apple,0.35,food,17,size
6,,yellow,fan,0.9,furniture,18,color
6,,rotten,fan,0.87,furniture,19,age
6,,hard,tomato,0.34,food,20,texture
6,,green,desk,0.87,furniture,21,color
6,ليست,smooth,carrot,0.24,food,22,texture
6,ليست,metal,apple,0.9,food,23,material
6,ليست,red,carrot,0.9,food,24,color
6,ليس,big,chair,0.26,furniture,25,size
6,ليس,soft,TV,0.25,furniture,26,texture
6,,old,TV,0.27,furniture,27,age
7,ليس,fresh,cheese,0.86,food,3,age
7,,rotten,fan,0.51,furniture,4,age
7,ليست,long,tomato,0.85,food,5,size
7,,smooth,apple,0.25,food,6,texture
7,,green,desk,0.8,furniture,7,color
7,,square,carrot,0.71,food,8,shape
7,,red,apple,0.29,food,9,color
7,ليس,good,cheese,0.4,food,10,quality
7,,huge,chair,0.67,furniture,11,size
7,ليست,small,fan,0.33,furniture,12,size
7,ليست,new,tomato,0.83,food,13,age
7,,brown,fan,0.71,furniture,14,color
7,,round,cheese,0.7,food,15,shape
7,,hard,apple,0.29,food,16,texture
7,,plastic,chair,0.7,furniture,17,material
7,ليست,big,banana,0.29,food,18,size
7,,yellow,couch,0.74,furniture,19,color
7,ليس,wooden,cheese,0.76,food,20,material
7,ليست,short,tomato,0.39,food,21,size
7,,blue,tomato,0.72,food,22,color
7,,metal,apple,0.33,food,23,material
7,,bad,banana,0.72,food,24,quality
7,,old,fan,0.33,furniture,25,age
7,,soft,carrot,0.82,food,26,texture
7,,purple,apple,0.66,food,27,color
8,,yellow,tomato,0.44,food,3,color
8,ليست,huge,carrot,0.41,food,4,size
8,ليست,red,carrot,0.52,food,5,color
8,ليست,old,carrot,0.43,food,6,age
8,ليست,fresh,fan,0.48,furniture,7,age
8,ليست,bad,couch,0.44,furniture,8,quality
8,,green,TV,0.45,furniture,9,color
8,,hard,banana,0.47,food,10,texture
8,,short,carrot,0.49,food,11,size
8,ليست,square,tomato,0.5,food,12,shape
8,,metal,couch,0.5,furniture,13,material
8,,soft,carrot,0.5,food,14,texture
8,ليست,brown,fan,0.46,furniture,15,color
8,,good,cheese,0.5,food,16,quality
8,,blue,carrot,0.51,food,17,color
8,ليس,smooth,TV,0.5,furniture,18,texture
8,,plastic,couch,0.52,furniture,19,material
8,ليس,long,desk,0.54,furniture,20,size
8,,new,banana,0.53,food,21,age
8,,rotten,chair,0.4,furniture,22,age
8,,purple,couch,0.34,furniture,23,color
8,ليس,round,chair,0.36,furniture,24,shape
8,ليست,wooden,apple,0.46,food,25,material
8,ليست,big,fan,0.46,furniture,26,size
8,ليست,small,apple,0.32,food,27,size
